,region,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,isСomplete,house_material,balcony,passenger_elevator,is_apartments,is_auction,locate,is_metro,m_minute,m_type
1093,spb,19729999,62.8,11.4,32.7,3,6,9,0,monolithBrick,0,22,0,0,Евро,1,10,walk
1094,spb,220000000,143.0,54.0,84.0,3,5,8,1,monolith,0,1,0,1,Евро,1,10,walk
1095,spb,36981576,112.68,29.9,40.0,3,5,9,1,monolith,0,1,0,0,Евро,1,10,walk
1096,spb,104900000,222.0,49.0,104.0,4,7,7,1,brick,0,0,0,1,Евро,0,0,NO
1097,spb,12900374,52.14,10.2,30.3,2,4,17,0,monolithBrick,0,7,0,0,Евро,1,10,walk
1098,spb,58800000,192.7,47.0,80.0,4,1,6,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1099,spb,16789640,42.7,5.0,27.6,1,7,9,1,monolith,0,1,0,0,Евро,1,10,walk
1100,spb,56000000,120.0,32.1,44.7,3,3,6,1,brick,0,1,0,1,Евро,1,10,walk
1101,spb,8678880,22.5,4.5,12.6,1,5,12,0,monolithBrick,1,0,1,0,Евро,0,0,NO
1102,spb,59000000,82.3,16.46,41.15,2,5,8,1,monolith,0,2,0,1,Евро,1,10,walk
1103,spb,55930900,173.0,48.4,53.8,3,10,20,1,monolith,0,1,0,0,Евро,1,10,walk
1104,spb,13850000,40.7,10.5,16.8,1,8,10,1,monolith,0,1,0,1,Евро,1,10,walk
1105,spb,10250807,42.98,13.4,18.5,1,2,19,0,monolith,0,2,0,0,Евро,1,10,walk
1106,spb,7600000,32.2,6.440000000000001,16.1,1,7,12,1,monolith,1,0,1,1,Евро,1,10,walk
1107,spb,10169034,35.78,9.8,16.9,1,2,12,0,monolithBrick,0,8,0,0,Евро,1,10,walk
1108,spb,13300000,56.0,24.0,22.0,3,2,5,1,brick,0,0,0,1,Евро,1,10,walk
1109,spb,11296445,40.02,11.0,13.6,1,7,12,0,monolithBrick,0,8,0,0,Евро,1,10,walk
1110,spb,7999999,45.0,17.9,16.2,1,3,4,1,monolithBrick,1,1,0,1,Евро,1,10,walk
1111,spb,10142475,36.56,11.1,13.4,1,2,12,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1112,spb,93000000,152.0,23.9,92.4,4,4,6,1,brick,0,1,0,1,Евро,1,10,walk
1113,spb,5839999,32.45,13.5,10.2,1,2,15,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1114,spb,10400000,57.0,6.0,39.5,3,6,9,1,panel,1,1,0,1,Евро,1,10,walk
1115,spb,23292240,73.2,6.5,50.6,2,5,9,1,monolith,0,1,0,0,Евро,1,10,walk
1116,spb,9100000,48.6,6.0,24.3,2,1,5,1,brick,0,1,0,1,Евро,1,10,walk
1117,spb,14384700,43.59,13.9,16.3,1,6,11,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1118,spb,10995534,38.06,7.612000000000001,15.2,1,8,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1119,spb,7990000,42.6,5.8,27.6,2,3,5,1,brick,1,1,0,1,Евро,1,10,walk
1120,spb,10089623,36.1,16.8,10.5,1,3,13,0,panel,0,1,0,0,Евро,1,10,walk
1121,spb,34500000,77.5,20.0,30.5,2,9,9,0,brick,0,1,0,1,Евро,1,10,walk
1122,spb,20150400,41.98,13.5,16.4,1,3,10,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1123,spb,4100000,20.0,4.0,14.0,1,2,5,1,brick,0,0,0,1,Евро,1,10,walk
1124,spb,14756890,56.74,13.5,29.8,2,2,16,0,monolith,0,2,0,0,Евро,1,10,walk
1125,spb,4921000,29.6,8.7,14.6,1,3,4,1,brick,0,1,0,1,Евро,1,10,walk
1126,spb,10854000,33.5,13.0,11.5,1,2,10,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1127,spb,5153750,31.0,14.6,9.6,1,2,4,1,brick,0,1,0,1,Евро,1,10,walk
1128,spb,9500195,31.45,14.0,10.6,1,2,12,0,monolithBrick,0,3,0,0,Евро,1,10,walk
1129,spb,275000000,200.0,65.0,79.0,4,6,6,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1130,spb,17694982,56.13,13.3,26.7,2,2,11,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1131,spb,34020000,108.0,33.9,49.2,4,5,11,1,monolith,0,1,0,1,Евро,1,10,walk
1132,spb,14643000,65.08,13.016,25.5,2,2,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1133,spb,7500000,29.7,5.94,21.7,1,2,6,1,brick,0,1,0,1,Евро,1,10,walk
1134,spb,15198667,55.2,11.6,30.1,2,11,13,0,panel,0,1,0,0,Евро,1,10,walk
1135,spb,80000000,107.2,25.6,63.7,3,2,7,1,monolith,0,1,0,1,Евро,1,10,walk
1136,spb,8085854,37.42,17.5,14.9,1,2,15,0,monolith,0,3,1,0,Евро,1,10,walk
1137,spb,7600000,32.0,6.4,16.0,1,2,4,1,brick,0,1,0,1,Евро,1,10,walk
1138,spb,14704320,34.68,16.0,10.9,1,4,8,0,monolith,0,1,0,0,Евро,1,10,walk
1139,spb,11999999,65.7,10.5,42.9,3,3,9,1,block,0,1,0,1,Евро,1,10,walk
1140,spb,24660000,61.65,14.3,31.5,2,2,10,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1141,spb,16312500,62.5,11.1,31.6,2,2,10,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1142,spb,165000000,135.0,9.0,64.7,4,4,4,1,brick,0,1,0,1,Евро,1,10,walk
1143,spb,15950301,52.91,17.1,23.5,2,4,12,0,monolithBrick,1,3,0,0,Евро,1,10,walk
1144,spb,6114900,32.7,15.0,11.5,1,3,25,0,monolith,0,1,0,0,Евро,1,10,walk
1145,spb,30257000,76.6,30.5,31.9,2,5,13,1,monolith,0,2,0,1,Евро,1,10,walk
1146,spb,19866250,57.5,10.2,29.1,2,5,8,0,monolith,0,1,0,0,Евро,1,10,walk
1147,spb,26737500,71.3,19.7,31.6,3,3,10,1,monolith,0,1,0,1,Евро,1,10,walk
1148,spb,9317922,37.6,14.9,14.3,1,3,13,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1149,spb,35217000,90.3,30.2,39.6,3,8,13,1,monolith,0,2,0,1,Евро,1,10,walk
1150,spb,30633900,92.83,29.9,35.5,3,2,9,0,monolith,0,1,0,0,Евро,1,10,walk
1151,spb,24500000,57.3,26.2,20.8,2,5,15,1,panel,1,2,0,1,Евро,1,10,walk
1153,spb,25650000,68.4,19.8,26.3,3,2,10,1,monolith,0,1,0,1,Евро,1,10,walk
1154,spb,38353197,110.4,20.5,56.3,3,3,8,1,monolith,0,0,0,0,Евро,1,10,walk
1155,spb,15950000,39.8,10.0,12.7,1,12,14,0,monolith,0,1,0,1,Евро,1,10,walk
1156,spb,9126691,32.67,10.1,12.9,1,2,12,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1157,spb,16000000,50.0,6.3,29.1,2,2,5,1,brick,0,1,0,1,Евро,1,10,walk
1158,spb,13961016,27.37,5.474,10.5,1,2,8,0,monolith,0,20,1,0,Евро,1,10,walk
1159,spb,37453000,111.8,21.1,45.3,3,5,8,1,brick,0,1,0,1,Евро,1,10,walk
1160,spb,29376000,54.4,15.3,20.0,1,6,8,0,monolithBrick,0,12,0,0,Евро,1,10,walk
1161,spb,21672000,60.2,12.0,33.6,2,7,11,1,monolith,0,1,0,1,Евро,1,10,walk
1163,spb,16700000,42.0,12.7,17.5,1,4,19,0,monolith,0,2,0,1,Евро,1,10,walk
1164,spb,43299445,107.9,34.9,48.5,3,3,9,0,monolithBrick,1,0,0,0,Евро,1,10,walk
1165,spb,12000000,51.6,24.3,13.6,1,9,18,1,monolith,0,2,0,1,Евро,1,10,walk
1166,spb,9140850,54.9,10.98,29.6,3,4,24,1,monolith,0,0,0,0,Евро,1,10,walk
1167,spb,11901920,40.76,18.0,14.3,1,8,16,0,monolith,0,1,0,0,Евро,1,10,walk
1168,spb,6475000,41.9,13.0,19.4,1,3,14,1,monolith,1,2,0,1,Евро,1,10,walk
1169,spb,15041518,57.01,19.5,23.8,2,2,12,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1170,spb,42772000,115.6,24.2,67.7,3,2,13,1,monolith,0,1,0,1,Евро,1,10,walk
1171,spb,28063918,71.72,14.344000000000001,28.2,2,5,25,0,monolithBrick,0,2,0,0,Евро,1,10,walk
1172,spb,58800000,192.7,19.1,62.0,3,1,6,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1173,spb,8950230,30.68,10.1,14.1,1,10,12,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1174,spb,27000000,51.5,24.0,12.0,1,2,9,1,monolith,0,0,0,1,Евро,0,0,NO
1175,spb,31108000,70.7,20.7,30.2,2,3,8,0,monolithBrick,0,12,0,0,Евро,1,10,walk
1176,spb,17100000,73.5,19.5,32.3,2,4,14,0,monolith,1,1,0,1,Евро,1,10,walk
1177,spb,12533400,56.97,23.9,11.7,1,2,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1178,spb,105000000,150.0,27.8,63.9,3,3,10,1,monolith,0,1,0,1,Евро,1,10,walk
1179,spb,9169160,32.06,15.0,10.0,1,11,15,0,monolith,0,1,0,0,Евро,1,10,walk
1180,spb,19000000,70.35,23.0,21.3,1,3,20,0,monolithBrick,0,3,0,1,Евро,1,10,walk
1181,spb,15898967,27.9,5.58,18.1,1,4,9,0,monolith,0,9,0,0,Евро,1,10,walk
1182,spb,6900000,39.9,10.0,16.9,1,7,28,1,monolith,1,4,0,1,Евро,1,10,walk
1183,spb,26930000,103.9,24.1,45.7,3,2,10,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1184,spb,36900000,126.7,21.2,54.0,3,2,9,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1185,spb,13314492,58.68,5.2,38.7,2,2,14,0,monolith,0,1,0,0,Евро,1,10,walk
1186,spb,150000000,138.0,45.0,33.0,3,3,5,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1187,spb,41427633,109.51,21.902,54.755,3,2,9,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1188,spb,37081235,92.32,24.1,43.1,3,2,8,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1189,spb,149000000,206.0,24.0,130.0,6,9,9,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1190,spb,7667637,37.98,15.9,12.0,1,24,25,1,monolith,1,2,0,0,Евро,1,10,walk
1191,spb,32500000,108.5,13.9,67.9,3,8,11,1,monolith,0,1,0,1,Евро,1,10,walk
1192,spb,9709999,31.39,5.0,17.4,1,2,19,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1193,spb,90000000,86.8,15.0,41.0,3,5,6,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1194,spb,14800243,54.36,17.0,25.2,2,2,12,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1195,spb,14700000,65.2,11.8,33.1,2,12,20,1,monolithBrick,2,1,0,1,Евро,1,10,walk
1196,spb,13147839,45.51,9.102,15.1,1,11,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1197,spb,9690000,41.7,13.8,13.5,1,5,11,1,monolith,1,0,1,1,Евро,1,10,walk
1198,spb,16882215,68.56,13.712000000000002,28.7,2,2,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1199,spb,105000000,178.5,60.5,56.0,4,1,5,1,monolith,0,1,1,1,Евро,0,0,NO
1200,spb,36067792,97.7,23.8,45.8,3,2,6,0,monolith,0,1,0,0,Евро,1,10,walk
1201,spb,60200000,133.7,16.1,86.0,4,7,7,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1202,spb,14426650,61.39,25.8,22.3,2,9,17,0,monolith,0,1,0,0,Евро,1,10,walk
1203,spb,49500000,77.0,20.5,36.0,2,3,11,1,monolith,0,0,0,1,Евро,0,0,NO
1204,spb,37496610,95.28,33.3,40.4,3,3,9,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1205,spb,175000000,230.0,64.0,90.0,5,5,6,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1206,spb,23889999,79.91,13.4,39.4,3,5,19,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1207,spb,37400000,78.8,30.0,39.0,2,3,10,1,monolithBrick,0,0,0,1,Евро,1,10,walk
1208,spb,10419907,52.06,12.1,28.9,2,7,25,1,monolith,1,2,0,0,Евро,1,10,walk
1209,spb,16000000,41.3,13.5,16.4,1,4,10,1,monolith,0,1,0,1,Евро,1,10,walk
1210,spb,9639300,29.21,11.7,9.3,1,7,10,0,monolithBrick,0,5,1,0,Евро,1,10,walk
1211,spb,84500000,89.0,20.0,60.0,2,4,4,1,brick,0,1,0,1,Евро,0,0,NO
1212,spb,9207670,41.29,8.258000000000001,20.645,1,2,5,0,monolithBrick,1,3,0,0,Евро,1,10,walk
1213,spb,127666888,111.3,40.0,40.0,2,1,4,1,monolithBrick,0,1,1,1,Евро,0,0,NO
1214,spb,22900000,108.5,20.9,61.3,3,24,25,1,monolith,1,1,0,0,Евро,1,10,walk
1215,spb,92500000,153.0,36.5,71.0,4,9,9,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1216,spb,7531112,21.9,4.5,9.7,1,4,14,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1217,spb,37103093,76.6,14.8,36.0,2,4,6,1,monolithBrick,0,1,1,1,Евро,0,0,NO
1218,spb,13753281,28.41,6.5,14.3,1,7,10,0,monolith,0,1,0,0,Евро,1,10,walk
1219,spb,350000000,363.0,140.0,103.0,5,7,7,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1220,spb,4973572,18.62,3.724,12.9,1,2,9,0,monolith,0,3,0,0,Евро,1,10,walk
1221,spb,38134021,77.0,16.5,38.0,2,4,6,1,monolithBrick,0,1,1,1,Евро,0,0,NO
1222,spb,5081670,28.71,5.742000000000001,13.9,1,2,4,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1223,spb,78000000,211.0,65.1,92.0,6,3,5,1,brick,0,1,0,1,Евро,0,0,NO
1224,spb,5264487,33.81,6.7620000000000005,16.905,1,4,17,0,monolith,0,1,1,0,Евро,0,0,NO
1225,spb,10500000,28.1,9.0,14.1,1,6,8,1,monolith,0,1,0,1,Евро,1,10,walk
1226,spb,40756503,77.14,11.4,39.8,3,2,7,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1227,spb,18000000,89.0,15.0,53.0,3,7,7,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1228,spb,11120000,34.75,5.7,20.4,2,4,10,0,monolithBrick,0,5,1,0,Евро,1,10,walk
1229,spb,15557000,66.2,13.240000000000002,33.1,2,3,5,0,monolithBrick,1,3,0,0,Евро,1,10,walk
1230,spb,8400000,39.0,6.4,17.9,1,9,14,1,brick,1,1,0,1,Евро,1,10,walk
1231,spb,22163595,82.5,20.7,39.8,3,4,14,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1233,spb,15685144,73.04,12.3,41.9,3,2,9,0,monolith,0,3,0,0,Евро,1,10,walk
1234,spb,178500000,308.8,8.0,120.0,6,2,2,1,brick,0,1,1,1,Евро,1,10,walk
1235,spb,9369698,37.51,10.7,17.2,1,3,12,0,monolithBrick,0,20,0,0,Евро,1,10,walk
1237,spb,8732880,35.1,16.6,11.1,1,4,12,0,monolith,0,1,0,0,Евро,0,0,NO
1239,spb,7800181,30.46,9.3,14.1,1,4,15,0,monolithBrick,0,18,0,0,Евро,1,10,walk
1240,spb,9700000,51.81,11.9,28.9,2,3,25,1,monolith,0,1,0,1,Евро,1,10,walk
1241,spb,8891520,50.52,10.104000000000001,22.7,2,2,4,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1242,spb,7400274,54.78,10.956000000000001,27.39,2,2,14,0,monolithBrick,0,1,1,0,Евро,0,0,NO
1244,spb,7728630,34.58,16.5,11.8,1,2,23,0,monolith,0,1,0,0,Евро,1,10,walk
1246,spb,5193380,25.09,5.018000000000001,17.7,1,3,23,0,monolith,0,4,0,0,Евро,1,10,walk
1247,spb,12700000,70.6,16.0,40.0,3,7,14,1,monolith,0,1,0,1,Евро,1,10,walk
1248,spb,4498000,26.0,9.2,10.3,1,3,25,0,monolith,0,1,0,0,Евро,1,10,walk
1249,spb,12900000,65.0,22.2,21.1,2,13,19,1,monolith,0,1,0,1,Евро,1,10,walk
1250,spb,5631600,22.8,4.0,10.0,1,1,8,0,monolithBrick,0,0,1,0,Евро,0,0,NO
1251,spb,13300000,94.5,15.0,47.25,3,24,26,1,monolith,0,1,0,1,Евро,1,10,walk
1252,spb,6777000,21.7,4.34,14.3,1,7,11,1,monolithBrick,0,1,0,0,Евро,1,10,walk
1253,spb,14900000,40.41,17.1,11.4,1,12,14,0,monolithBrick,0,1,0,1,Евро,1,10,walk
1254,spb,6700116,29.85,13.0,10.0,1,10,12,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1255,spb,20679999,80.3,11.2,49.6,3,2,20,1,monolithBrick,0,2,0,0,Евро,0,0,NO
1256,spb,18700000,93.2,24.0,64.3,4,4,5,1,brick,0,1,0,1,Евро,1,10,walk
1257,spb,12776978,54.38,13.4,24.2,2,3,12,0,monolithBrick,0,20,0,0,Евро,1,10,walk
1258,spb,18800000,57.2,11.440000000000001,28.6,3,2,15,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1259,spb,5848900,25.43,5.086,12.715,1,3,12,0,monolith,0,9,1,0,Евро,1,10,walk
1260,spb,21000000,77.6,12.3,48.6,3,6,21,1,panel,0,1,0,1,Евро,1,10,walk
1261,spb,15254080,58.4,22.0,22.8,2,4,12,0,monolith,0,1,0,0,Евро,0,0,NO
1262,spb,34476000,101.4,18.0,57.4,3,2,7,1,monolith,0,1,1,0,Евро,1,10,walk
1263,spb,39955000,61.0,32.0,15.0,2,3,8,1,monolithBrick,0,0,0,1,Евро,1,10,walk
1264,spb,12900035,50.32,10.1,28.0,2,13,21,0,monolithBrick,0,8,0,0,Евро,1,10,walk
1265,spb,30000000,77.2,15.6,43.5,2,2,8,1,brick,1,1,0,1,Евро,1,10,walk
1266,spb,11910212,62.57,17.3,32.2,3,2,23,0,monolith,0,4,0,0,Евро,1,10,walk
1268,spb,8000213,32.65,11.3,14.0,1,6,12,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1269,spb,11240910,47.43,16.5,21.5,2,2,23,0,monolith,0,1,0,0,Евро,1,10,walk
1270,spb,8800008,30.85,13.3,10.5,1,10,12,0,monolithBrick,0,1,0,0,Евро,0,0,NO
1271,spb,6407800,39.8,13.1,21.7,2,3,25,0,monolith,0,1,0,0,Евро,1,10,walk
1272,spb,13310000,88.4,15.0,51.9,3,2,8,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1273,spb,18987464,84.5,12.6,48.3,3,2,11,1,monolithBrick,0,1,0,0,Евро,1,10,walk
1274,spb,22348000,60.4,12.0,33.7,2,9,11,1,monolith,0,2,0,1,Евро,1,10,walk
1275,spb,10750249,49.2,16.0,22.1,2,5,12,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1276,spb,5103875,30.7,10.1,14.4,1,2,4,1,brick,0,1,0,1,Евро,1,10,walk
1277,spb,32529818,94.95,14.9,48.8,3,2,9,0,monolith,0,1,0,0,Евро,1,10,walk
1278,spb,21000000,46.8,17.5,15.4,1,5,8,0,monolith,0,0,0,1,Евро,1,10,walk
1279,spb,9627500,38.51,7.702,19.255,2,6,12,0,monolith,0,9,1,0,Евро,1,10,walk
1280,spb,83950000,204.0,77.0,64.0,4,4,8,1,monolith,0,0,0,1,Евро,0,0,NO
1281,spb,10837530,36.9,13.3,15.2,1,2,15,0,monolith,0,1,0,0,Евро,1,10,walk
1282,spb,7907900,55.3,19.2,27.65,3,4,4,0,monolithBrick,0,1,0,1,Евро,1,10,walk
1283,spb,67787000,127.9,15.0,66.3,3,8,8,1,monolith,0,1,0,0,Евро,1,10,walk
1284,spb,192926370,253.0,41.0,147.0,5,3,7,1,brick,0,0,0,1,Евро,1,10,walk
1285,spb,12700031,53.62,17.0,22.2,2,2,12,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1286,spb,4875000,23.66,4.732,14.8,1,12,14,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1287,spb,13700303,50.14,16.3,23.2,2,4,12,0,monolithBrick,0,1,0,0,Евро,0,0,NO
1288,spb,24165000,179.0,14.0,133.0,6,3,6,1,brick,0,1,0,1,Евро,1,10,walk
1289,spb,27081759,82.91,15.3,43.7,3,2,9,0,monolith,0,13,0,0,Евро,1,10,walk
1290,spb,16300000,43.0,11.0,20.0,1,3,13,1,monolithBrick,0,1,0,1,Евро,0,0,NO
1291,spb,14915250,47.35,14.2,18.2,1,17,23,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1292,spb,116900000,310.0,11.4,117.0,4,4,4,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1293,spb,17530740,67.4,19.0,37.8,2,4,15,0,monolith,0,1,0,0,Евро,1,10,walk
1294,spb,45000000,97.8,36.0,53.0,3,2,11,1,monolithBrick,0,0,0,1,Евро,0,0,NO
1295,spb,9881750,42.5,10.9,12.7,1,5,8,0,monolith,1,0,0,0,Евро,1,10,walk
1296,spb,65000000,137.0,38.6,57.0,3,3,9,1,monolithBrick,0,0,0,1,Евро,1,10,walk
1297,spb,8299999,26.28,4.5,13.7,1,2,18,0,monolithBrick,0,8,0,0,Евро,0,0,NO
1298,spb,21900000,102.9,31.5,45.0,3,16,18,1,monolithBrick,0,0,0,1,Евро,1,10,walk
1299,spb,4978290,20.2,3.2,8.6,1,2,27,1,monolith,0,0,0,0,Евро,1,10,walk
1300,spb,100000000,260.0,40.0,80.0,4,16,16,1,monolith,0,0,0,1,Евро,0,0,NO
1301,spb,20376900,75.47,21.7,29.5,2,11,23,0,monolithBrick,0,0,0,0,Евро,0,0,NO
1302,spb,84858453,101.6,49.0,27.0,2,1,5,1,monolithBrick,0,1,1,1,Евро,1,10,walk
1303,spb,6361000,24.89,5.0,12.4,1,3,5,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1304,spb,14148000,39.3,12.0,17.2,1,4,11,1,monolith,0,2,0,1,Евро,1,10,walk
1305,spb,12790410,62.26,10.7,32.8,2,2,7,1,monolith,1,0,0,0,Евро,1,10,walk
1306,spb,5448250,31.0,11.3,10.9,1,2,4,1,brick,0,1,0,1,Евро,1,10,walk
1307,spb,28449000,98.1,22.2,42.8,3,6,12,0,monolith,0,0,0,0,Евро,1,10,walk
1308,spb,26972440,109.2,16.2,64.6,3,8,14,1,monolith,0,1,0,1,Евро,1,10,walk
1309,spb,5823410,34.41,11.4,14.3,1,2,5,0,monolith,0,1,0,0,Евро,1,10,walk
1310,spb,7490000,23.6,6.0,11.8,1,3,6,1,brick,0,1,0,1,Евро,1,10,walk
1311,spb,19989999,67.94,17.9,34.3,3,3,18,0,monolithBrick,0,8,0,0,Евро,0,0,NO
1312,spb,27900000,70.0,6.0,44.0,2,8,25,1,brick,0,3,0,1,Евро,1,10,walk
1313,spb,12729480,65.99,11.8,34.6,3,17,27,1,monolith,0,4,0,0,Евро,0,0,NO
1314,spb,45900000,121.0,10.0,85.0,3,5,9,1,monolith,0,0,0,1,Евро,1,10,walk
1315,spb,10339000,47.19,10.5,24.3,2,2,5,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1316,spb,17392600,53.2,20.7,10.5,2,2,6,1,monolith,0,1,0,1,Евро,1,10,walk
1317,spb,5362275,30.21,15.0,10.0,1,6,25,1,monolith,0,1,0,0,Евро,1,10,walk
1318,spb,32695500,102.4,14.9,42.3,3,3,8,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1319,spb,5900085,32.27,15.1,10.1,1,2,5,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1320,spb,7800000,40.1,9.8,16.3,1,10,16,1,brick,0,2,0,1,Евро,1,10,walk
1321,spb,8837500,50.5,16.3,20.7,2,8,25,1,monolith,0,0,0,0,Евро,1,10,walk
1322,spb,5679249,32.7,10.6,10.3,1,2,5,0,monolith,0,1,0,0,Евро,1,10,walk
1323,spb,9700000,45.9,7.0,28.6,2,4,9,1,panel,0,1,0,1,Евро,1,10,walk
1324,spb,9177000,23.0,5.5,10.7,1,4,9,1,monolith,0,1,0,0,Евро,1,10,walk
1325,spb,140000000,129.7,63.2,45.4,3,4,4,1,monolith,2,1,1,1,Евро,1,10,walk
1326,spb,9800177,53.0,17.4,22.0,2,3,5,0,monolithBrick,0,6,0,0,Евро,1,10,walk
1327,spb,7295000,37.0,7.0,22.6,2,4,5,1,panel,1,1,0,1,Евро,1,10,walk
1328,spb,8244091,24.25,4.8500000000000005,13.8,1,13,25,1,monolith,0,2,0,0,Евро,1,10,walk
1329,spb,13600000,32.0,7.7,14.0,1,6,10,1,monolith,0,1,0,1,Евро,1,10,walk
1330,spb,26950563,93.0,28.0,47.3,3,5,9,1,monolithBrick,1,0,0,0,Евро,1,10,walk
1331,spb,6125600,40.3,23.3,20.15,1,4,4,1,brick,0,1,0,1,Евро,1,10,walk
1332,spb,8156669,45.13,8.8,23.4,2,2,5,0,monolith,0,1,0,0,Евро,1,10,walk
1333,spb,5980000,36.2,9.5,16.7,1,11,24,1,monolithBrick,1,3,0,1,Евро,1,10,walk
1334,spb,32540560,93.4,18.3,52.9,3,5,9,1,monolith,0,0,0,0,Евро,1,10,walk
1335,spb,15500000,62.5,19.7,17.0,2,6,14,1,monolith,0,2,0,1,Евро,1,10,walk
1336,spb,15857400,69.55,13.91,34.775,2,1,4,0,monolithBrick,1,1,0,0,Евро,1,10,walk
1337,spb,16000378,59.18,20.6,26.0,2,3,10,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1338,spb,16048801,79.06,13.7,38.0,3,21,25,1,monolith,2,2,0,0,Евро,1,10,walk
1339,spb,17850878,72.02,14.404,27.6,2,4,12,1,monolithBrick,0,0,0,0,Евро,1,10,walk
1340,spb,17948440,79.7,5.1,57.6,3,15,15,1,monolith,2,1,0,0,Евро,1,10,walk
1341,spb,18369000,51.5,24.4,10.1,2,2,6,1,monolithBrick,0,1,0,1,Евро,1,10,walk
1342,spb,19635100,85.37,17.074,42.685,3,2,5,0,monolithBrick,2,3,0,0,Евро,1,10,walk
1343,spb,22600000,80.6,29.0,45.3,3,6,24,1,monolith,0,3,0,1,Евро,1,10,walk
1344,spb,23158200,59.38,10.5,35.3,3,10,10,0,monolithBrick,0,5,1,0,Евро,1,10,walk
1345,spb,24499000,128.5,13.0,75.5,3,3,11,1,brick,2,2,0,1,Евро,1,10,walk
1347,spb,54999000,76.0,35.4,28.4,2,1,6,1,monolithBrick,0,1,1,1,Евро,1,10,walk
1348,spb,62465188,147.1,38.0,47.5,3,6,7,0,monolithBrick,0,0,0,0,Евро,1,10,walk
1349,spb,114779119,156.96,31.392000000000003,63.4,4,3,8,0,monolith,0,20,1,0,Евро,1,10,walk
1350,spb,3978544,24.49,4.898,12.245,1,2,14,0,monolithBrick,0,1,1,0,Евро,0,0,NO
1351,spb,4700000,22.2,4.2,10.0,1,4,25,1,monolith,1,2,0,0,Евро,1,10,walk
1352,spb,5450101,24.65,4.93,18.0,1,8,12,0,monolithBrick,0,1,0,0,Евро,1,10,walk
1353,spb,6288000,44.0,8.4,26.0,2,2,10,1,monolith,0,1,0,1,Евро,1,10,walk
1354,spb,6218505,19.71,5.0,8.5,1,14,17,0,monolith,0,1,0,0,Евро,1,10,walk
1355,spb,6472520,20.6,5.1,10.1,1,12,12,0,monolith,0,1,0,0,Евро,0,0,NO
1356,spb,7161000,20.46,4.0920000000000005,13.7,1,9,10,0,monolithBrick,0,5,1,0,Евро,1,10,walk
