,region,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,isСomplete,house_material,balcony,passenger_elevator,is_apartments,is_auction,locate,is_metro,m_minute,m_type
3533,nsk,4900000,23.82,4.764,14.7,1,2,15,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3534,nsk,4920000,40.41,9.6,17.4,1,2,24,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3535,nsk,4914900,39.4,7.88,19.7,1,2,9,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3536,nsk,4900000,34.0,11.0,14.5,1,4,5,1,brick,0,1,0,0,Урал,1,10,walk
3537,nsk,4950000,41.0,8.200000000000001,20.5,1,15,17,1,panel,0,1,0,0,Урал,1,10,walk
3538,nsk,4990000,48.8,9.76,24.4,1,6,17,0,monolith,0,1,0,0,Урал,1,10,walk
3540,nsk,4950000,31.75,6.3500000000000005,15.875,2,4,12,0,monolithBrick,0,1,1,0,Урал,1,10,walk
3542,nsk,4999000,59.0,11.0,31.0,2,5,6,0,monolithBrick,1,1,0,0,Урал,0,0,NO
3543,nsk,4950000,37.5,12.0,14.4,1,22,23,1,monolithBrick,1,1,0,0,Урал,1,10,walk
3544,nsk,4980000,27.8,5.5600000000000005,13.9,1,16,17,1,brick,0,1,0,0,Урал,1,10,walk
3545,nsk,4990000,22.2,4.44,11.1,1,8,17,1,brick,1,1,0,0,Урал,1,10,walk
3546,nsk,5026900,29.57,5.914000000000001,14.785,1,20,25,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3547,nsk,5049366,39.88,7.976000000000001,19.94,2,6,9,1,brick,0,0,0,0,Урал,1,10,walk
3548,nsk,5020000,40.99,8.198,20.495,1,18,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3549,nsk,5000000,56.0,6.0,28.0,3,9,9,1,monolithBrick,1,1,0,0,Урал,0,0,NO
3550,nsk,5020000,40.99,10.0,16.9,1,16,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3551,nsk,5048850,34.7,5.6,13.9,1,13,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3552,nsk,5030000,37.09,4.1,23.7,2,18,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3553,nsk,5000000,52.9,6.4,35.9,3,3,3,0,brick,0,1,0,0,Урал,0,0,NO
3554,nsk,5094000,67.1,25.6,27.5,3,5,24,1,monolith,0,0,0,0,Урал,1,10,walk
3555,nsk,5050000,40.99,10.0,16.9,1,13,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3556,nsk,5050000,34.1,6.82,17.05,1,16,21,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3557,nsk,5090000,37.21,3.2,23.7,2,15,24,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3558,nsk,5100000,61.3,12.26,30.65,2,1,17,1,brick,0,1,0,0,Урал,0,0,NO
3559,nsk,5110000,46.3,9.26,23.15,2,9,25,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3560,nsk,5100000,30.2,5.7,19.3,1,8,9,1,brick,1,1,0,0,Урал,1,10,walk
3562,nsk,5100000,59.7,11.940000000000001,29.85,2,10,17,1,brick,0,1,0,0,Урал,0,0,NO
3563,nsk,5106203,36.89,7.378,18.445,1,7,9,1,brick,0,0,0,0,Урал,1,10,walk
3564,nsk,5110000,37.21,3.2,23.7,2,21,24,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3566,nsk,5187000,39.9,11.8,15.1,1,11,15,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3567,nsk,5190000,34.28,8.6,16.7,2,3,25,1,monolithBrick,0,4,1,0,Урал,1,10,walk
3568,nsk,5186500,41.36,14.3,11.6,1,6,20,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3569,nsk,5150000,37.2,7.440000000000001,18.6,1,17,21,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3570,nsk,5189454,56.53,11.306000000000001,28.265,3,1,17,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3571,nsk,5150000,32.6,6.5200000000000005,16.3,1,13,14,0,monolithBrick,0,6,0,0,Урал,1,10,walk
3572,nsk,5150000,53.6,10.72,26.8,3,9,9,1,panel,0,0,0,0,Урал,0,0,NO
3573,nsk,5200000,37.9,7.58,18.95,1,3,8,0,brick,0,1,0,0,Урал,1,10,walk
3574,nsk,5230000,34.79,6.958,17.395,1,2,19,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3575,nsk,5230000,34.71,6.942,17.355,1,3,19,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3576,nsk,5220000,41.6,10.2,16.7,1,5,15,0,panel,0,1,0,0,Урал,0,0,NO
3577,nsk,5200000,44.4,8.88,22.2,2,2,8,0,brick,0,1,0,0,Урал,1,10,walk
3578,nsk,5200000,39.0,7.800000000000001,19.5,1,4,8,0,brick,0,1,0,0,Урал,1,10,walk
3579,nsk,5200000,25.42,5.0840000000000005,16.2,1,2,15,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3580,nsk,5216400,41.4,11.3,19.0,1,13,15,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3582,nsk,5290000,42.0,11.0,21.0,1,13,13,1,monolithBrick,0,0,0,0,Урал,0,0,NO
3583,nsk,5250000,52.1,10.420000000000002,26.05,2,9,10,1,panel,1,1,0,0,Урал,1,10,walk
3584,nsk,5318800,54.2,20.3,14.4,1,1,9,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3587,nsk,5310000,41.11,10.0,16.9,1,13,24,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3588,nsk,5300000,31.4,6.28,15.7,1,19,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3589,nsk,5300000,39.0,10.0,19.5,1,1,16,1,monolithBrick,1,1,0,0,Урал,0,0,NO
3591,nsk,5385800,36.4,5.0,20.3,2,4,18,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3592,nsk,5390000,53.4,10.68,30.5,2,1,17,0,monolith,0,1,0,0,Урал,1,10,walk
3593,nsk,5390000,30.79,18.2,7.6,1,25,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3594,nsk,5400000,23.39,4.678,11.695,1,1,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3595,nsk,5400000,30.99,6.198,15.495,1,10,18,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3596,nsk,5440500,58.5,11.700000000000001,29.25,2,3,17,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3597,nsk,5437800,57.07,6.0,35.1,3,1,9,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3598,nsk,5400000,23.62,4.724,11.81,1,1,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3599,nsk,5400000,38.6,7.720000000000001,19.3,1,21,21,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3600,nsk,5439700,40.9,4.0,26.7,2,13,15,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3601,nsk,5400000,61.0,7.1,43.0,3,7,9,0,panel,1,1,0,0,Урал,0,0,NO
3602,nsk,5450000,29.98,5.996,14.99,1,6,17,0,panel,0,1,0,0,Урал,1,10,walk
3603,nsk,5450000,40.29,9.6,17.4,1,9,22,1,monolithBrick,1,2,0,0,Урал,1,10,walk
3604,nsk,5490000,32.45,20.9,6.6,1,16,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3605,nsk,5490000,34.26,20.4,8.8,1,14,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3606,nsk,5468600,36.95,7.390000000000001,18.475,1,1,29,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3607,nsk,5450000,24.0,4.800000000000001,12.0,1,13,25,1,monolith,0,1,0,0,Урал,1,10,walk
3608,nsk,5500000,44.0,7.0,32.0,2,3,9,1,panel,1,0,0,0,Урал,1,10,walk
3609,nsk,5500000,47.81,9.562000000000001,23.905,2,4,26,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3610,nsk,5545250,54.1,9.7,28.7,2,24,24,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3611,nsk,5550000,48.0,9.600000000000001,24.0,2,10,10,1,brick,0,0,0,0,Урал,1,10,walk
3612,nsk,5500000,61.5,13.6,30.5,3,1,16,1,monolith,1,1,0,0,Урал,1,10,walk
3613,nsk,5590000,46.29,9.258000000000001,23.145,1,15,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3614,nsk,5560000,31.5,6.300000000000001,16.2,1,13,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3615,nsk,5520000,48.0,9.600000000000001,24.0,1,4,26,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3616,nsk,5500000,44.5,5.4,31.4,2,5,5,0,panel,0,1,0,0,Урал,0,0,NO
3617,nsk,5550000,22.49,4.498,11.245,1,11,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3618,nsk,5500000,41.8,8.36,20.9,1,16,21,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3619,nsk,5546000,37.6,4.6,23.9,2,2,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3620,nsk,5550000,37.1,12.0,20.0,1,2,21,1,brick,1,1,0,0,Урал,1,10,walk
3621,nsk,5600000,47.32,9.464,23.66,2,6,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3622,nsk,5633250,50.0,10.0,25.0,2,6,12,1,brick,0,0,0,0,Урал,1,10,walk
3623,nsk,5605652,39.88,7.976000000000001,19.94,2,7,9,1,brick,0,0,0,0,Урал,1,10,walk
3624,nsk,5660000,28.0,5.6000000000000005,12.2,1,22,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3625,nsk,5660200,53.9,6.4,37.6,3,14,17,0,panel,0,1,0,0,Урал,1,10,walk
3626,nsk,5655100,58.3,11.66,29.15,2,15,17,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3627,nsk,5650000,39.84,7.968000000000001,19.92,1,2,18,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3629,nsk,5670000,43.41,4.7,27.0,2,18,24,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3630,nsk,5716789,57.84,11.568000000000001,28.92,3,13,17,0,monolith,0,2,0,0,Урал,1,10,walk
3631,nsk,5710000,57.1,10.2,30.2,2,23,24,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3632,nsk,5710000,38.45,7.690000000000001,19.225,2,4,17,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3633,nsk,5700000,44.6,5.8,31.1,2,2,5,0,panel,0,1,0,0,Урал,0,0,NO
3634,nsk,5700900,56.5,6.4,37.6,3,9,17,0,panel,0,1,0,0,Урал,1,10,walk
3635,nsk,5730000,37.38,7.476000000000001,18.69,1,14,25,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3636,nsk,5715600,43.3,13.0,15.0,1,4,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3637,nsk,5774960,39.02,7.804000000000001,19.51,2,2,17,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3638,nsk,5750000,28.4,5.68,14.2,1,3,30,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3639,nsk,5761800,59.4,11.9,31.1,2,21,24,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3640,nsk,5750000,51.7,10.340000000000002,25.85,2,15,18,1,monolith,0,1,0,0,Урал,1,10,walk
3641,nsk,5800000,32.78,6.556000000000001,16.39,1,5,8,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3644,nsk,5800000,75.0,8.5,51.0,3,5,5,0,monolithBrick,2,1,0,0,Урал,0,0,NO
3645,nsk,5800000,28.6,5.720000000000001,14.3,1,2,30,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3647,nsk,5800000,33.0,6.6000000000000005,13.5,1,3,8,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3648,nsk,5800000,61.2,8.0,37.8,3,10,10,1,brick,0,1,0,0,Урал,0,0,NO
3649,nsk,5800000,32.0,6.4,16.0,1,10,21,1,monolith,0,1,0,0,Урал,1,10,walk
3650,nsk,5800000,43.2,13.0,21.6,1,8,17,1,panel,0,0,0,0,Урал,0,0,NO
3651,nsk,5850000,59.2,11.840000000000002,29.6,3,1,17,0,panel,0,1,0,0,Урал,1,10,walk
3652,nsk,5850000,31.6,6.32,8.5,1,8,24,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3654,nsk,5890000,25.18,5.0360000000000005,12.59,1,7,8,0,monolithBrick,1,1,0,0,Урал,1,10,walk
3655,nsk,5870000,57.7,5.7,44.7,3,4,5,1,panel,1,1,0,0,Урал,1,10,walk
3656,nsk,5950000,41.76,8.352,20.88,1,8,25,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3657,nsk,5926834,59.89,11.978000000000002,29.945,2,1,27,1,monolith,0,1,0,0,Урал,1,10,walk
3659,nsk,5950000,29.8,5.960000000000001,14.9,1,3,30,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3662,nsk,5980000,50.1,5.5,33.9,2,1,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3663,nsk,5988620,35.34,7.068000000000001,17.67,1,14,25,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3664,nsk,5990000,42.8,8.56,21.4,1,1,14,0,monolithBrick,0,6,0,0,Урал,1,10,walk
3665,nsk,5900000,61.9,6.9,30.95,3,8,9,1,monolithBrick,1,1,0,0,Урал,0,0,NO
3666,nsk,5900000,63.5,12.0,40.0,2,6,10,1,monolithBrick,0,1,0,0,Урал,0,0,NO
3667,nsk,6000000,25.91,5.182,12.955,1,15,25,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3668,nsk,6020000,39.13,7.8260000000000005,19.565,1,3,19,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3669,nsk,6040000,59.2,11.840000000000002,29.6,2,17,17,0,monolith,0,1,0,0,Урал,1,10,walk
3670,nsk,6000000,39.4,13.8,20.6,2,8,16,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3671,nsk,6085030,42.2,4.9,25.9,2,13,17,0,panel,0,2,0,0,Урал,1,10,walk
3672,nsk,6139660,40.66,8.132,20.33,1,17,28,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3673,nsk,6110000,43.29,8.658,21.645,1,18,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3674,nsk,6100000,28.0,5.6000000000000005,14.0,1,24,25,1,monolithBrick,0,3,0,0,Урал,1,10,walk
3675,nsk,6100000,25.87,5.174,12.935,1,19,25,1,monolithBrick,0,1,0,0,Урал,1,10,walk
3676,nsk,6115000,49.6,4.8,28.0,2,13,15,0,panel,0,1,0,0,Урал,0,0,NO
3677,nsk,6100000,30.0,3.0,14.1,1,6,30,1,monolithBrick,0,1,0,0,Урал,1,10,walk
3678,nsk,6180000,46.6,13.5,18.8,1,2,17,0,monolithBrick,1,0,0,0,Урал,0,0,NO
3679,nsk,6150000,71.0,12.5,40.0,2,3,16,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3680,nsk,6200000,44.3,8.86,22.15,2,5,17,0,monolith,0,1,0,0,Урал,0,0,NO
3681,nsk,6220000,43.29,4.7,27.0,2,21,22,1,monolithBrick,1,2,0,0,Урал,1,10,walk
3682,nsk,6215000,45.2,5.0,23.9,2,16,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3683,nsk,6255715,57.73,11.546,34.9,3,12,17,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3684,nsk,6230000,46.29,9.258000000000001,23.145,1,13,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3685,nsk,6270000,43.8,8.76,26.5,2,2,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3686,nsk,6270000,36.0,7.2,12.5,1,6,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3687,nsk,6200000,24.67,4.934000000000001,12.335,1,14,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3688,nsk,6200000,21.65,4.33,10.825,1,20,25,1,monolithBrick,0,1,0,0,Урал,1,10,walk
3689,nsk,6250000,55.0,11.5,27.3,2,12,17,0,monolith,0,2,0,0,Урал,1,10,walk
3690,nsk,6200000,65.5,13.100000000000001,32.75,3,9,10,1,panel,0,1,0,0,Урал,1,10,walk
3691,nsk,6300000,59.9,11.98,29.95,2,7,17,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3692,nsk,6390000,36.96,18.6,18.48,1,6,13,0,monolithBrick,0,1,1,0,Урал,1,10,walk
3693,nsk,6350000,58.2,11.64,29.1,2,3,8,0,brick,0,1,0,0,Урал,1,10,walk
3694,nsk,6396600,39.4,14.0,17.2,1,4,22,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3695,nsk,6380000,43.5,6.0,27.5,2,2,5,1,panel,1,1,0,0,Урал,1,10,walk
3696,nsk,6350000,57.6,11.520000000000001,28.8,2,7,10,1,panel,0,1,0,0,Урал,1,10,walk
3697,nsk,6450000,41.7,8.340000000000002,20.85,1,8,17,0,monolith,0,1,0,0,Урал,0,0,NO
3698,nsk,6450000,45.86,9.172,22.93,2,10,22,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3699,nsk,6434700,72.3,14.46,36.15,3,9,17,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3700,nsk,6400000,43.57,8.714,21.785,2,11,22,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3701,nsk,6446400,31.6,4.8,17.2,1,2,30,1,monolithBrick,0,4,0,0,Урал,1,10,walk
3702,nsk,6450000,59.7,11.940000000000001,29.85,3,1,8,0,brick,0,1,0,0,Урал,1,10,walk
3703,nsk,6470000,41.23,8.246,20.615,2,2,17,0,panel,0,1,0,0,Урал,1,10,walk
3704,nsk,6400000,22.63,4.526,11.315,1,22,25,1,monolithBrick,0,1,0,0,Урал,1,10,walk
3705,nsk,6400000,58.0,7.0,42.0,3,9,10,1,panel,1,1,0,0,Урал,1,10,walk
3706,nsk,6530000,29.44,13.1,6.0,1,9,24,0,monolith,0,1,0,0,Урал,0,0,NO
3707,nsk,6548700,49.8,4.5,27.7,2,16,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3708,nsk,6500000,27.0,5.1,13.9,1,4,8,0,brick,0,1,0,0,Урал,1,10,walk
3709,nsk,6500000,59.85,3.9,38.7,3,6,23,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3710,nsk,6500000,36.94,7.388,18.47,1,13,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3711,nsk,6500000,37.1,6.4,24.3,2,8,9,1,brick,0,1,0,0,Урал,1,10,walk
3712,nsk,6580000,41.62,20.9,11.0,1,2,15,0,monolith,0,1,0,0,Урал,1,10,walk
3713,nsk,6580000,41.62,8.324,20.81,2,2,15,0,monolith,0,1,0,0,Урал,1,10,walk
3714,nsk,6550000,38.25,7.65,19.125,2,4,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3715,nsk,6550000,78.5,11.0,47.9,3,2,10,1,panel,0,1,0,0,Урал,1,10,walk
3716,nsk,6600000,76.0,15.200000000000001,38.0,2,10,15,1,panel,0,0,0,0,Урал,1,10,walk
3717,nsk,6640000,61.8,12.36,30.9,3,2,25,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3719,nsk,6621322,58.77,11.754000000000001,29.385,3,8,12,1,brick,0,0,0,0,Урал,1,10,walk
3720,nsk,6610000,46.02,9.204,23.01,2,14,25,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3722,nsk,6638320,38.97,7.7940000000000005,19.485,1,13,19,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3723,nsk,6660000,46.0,9.200000000000001,23.0,1,7,17,0,monolith,0,1,0,0,Урал,0,0,NO
3724,nsk,6670000,37.32,18.5,9.7,1,8,18,0,monolith,0,2,0,0,Урал,1,10,walk
3725,nsk,6700000,42.7,12.0,18.0,1,5,9,1,brick,1,1,0,0,Урал,1,10,walk
3726,nsk,6650000,37.8,9.7,20.1,1,4,17,0,brick,0,1,0,0,Урал,1,10,walk
3727,nsk,6650000,36.7,7.340000000000001,12.2,1,19,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3728,nsk,6748800,45.6,4.6,28.3,2,2,22,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3729,nsk,6650000,39.24,7.848000000000001,19.62,1,2,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3730,nsk,6650000,60.0,12.0,30.0,2,16,17,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3731,nsk,6700000,30.26,6.0520000000000005,15.13,1,16,25,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3732,nsk,6715471,71.12,14.224000000000002,35.56,3,5,17,1,monolith,0,1,0,0,Урал,1,10,walk
3733,nsk,6700000,27.64,5.5280000000000005,14.3,1,2,14,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3735,nsk,6750000,30.91,6.182,15.455,1,17,25,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3736,nsk,6750000,48.2,9.64,24.1,2,10,14,0,monolithBrick,0,6,0,0,Урал,1,10,walk
3737,nsk,6790000,39.04,18.3,15.2,1,20,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3738,nsk,6831000,69.0,6.4,46.2,3,11,24,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3739,nsk,6800000,47.83,9.566,23.915,2,5,25,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3740,nsk,6850000,38.68,7.736000000000001,19.34,1,7,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3741,nsk,6821100,68.9,6.4,46.1,3,16,24,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3742,nsk,6800000,44.25,8.85,22.125,2,15,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3743,nsk,6850000,33.9,6.78,17.9,1,21,24,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3744,nsk,6800000,69.9,10.4,36.3,2,2,9,0,brick,0,1,0,0,Урал,0,0,NO
3745,nsk,6850000,62.7,12.540000000000001,31.35,3,9,9,1,panel,1,1,0,0,Урал,1,10,walk
3747,nsk,6900000,46.6,9.32,23.3,3,2,17,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3748,nsk,6900000,28.8,5.760000000000001,16.1,1,2,14,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3749,nsk,6900000,46.29,5.1,28.8,2,3,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3750,nsk,6900000,61.1,7.6,42.7,3,4,9,1,panel,1,1,0,0,Урал,1,10,walk
3751,nsk,6950000,69.1,13.82,34.55,2,2,17,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3753,nsk,6990000,49.6,6.0,30.0,2,8,14,1,brick,1,1,0,0,Урал,1,10,walk
3754,nsk,6950000,58.7,11.740000000000002,29.35,2,4,8,0,brick,0,1,0,0,Урал,1,10,walk
3755,nsk,6990000,51.8,10.36,25.9,2,5,14,0,monolithBrick,0,6,0,0,Урал,1,10,walk
3756,nsk,7000000,66.0,13.0,33.6,3,2,9,1,brick,0,0,0,0,Урал,1,10,walk
3757,nsk,7000000,28.67,5.734000000000001,14.335,1,21,30,0,monolithBrick,0,0,1,0,Урал,1,10,walk
3758,nsk,7000000,34.9,6.98,17.45,1,2,21,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3759,nsk,7000000,28.22,5.644,14.11,1,19,30,0,monolithBrick,0,0,1,0,Урал,1,10,walk
3760,nsk,7000000,34.9,6.98,17.45,1,2,21,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3761,nsk,7090000,57.35,11.47,28.675,2,10,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3762,nsk,7012296,80.88,16.176,40.44,4,9,17,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3763,nsk,7090000,57.35,6.4,36.2,3,10,22,1,monolithBrick,0,2,0,0,Урал,1,10,walk
3764,nsk,7050000,51.77,10.354000000000001,25.885,2,2,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3765,nsk,7000000,29.3,5.86,14.65,1,6,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3766,nsk,7000000,55.65,5.0,35.7,2,8,21,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3767,nsk,7050000,63.9,12.5,38.4,2,13,25,1,monolithBrick,1,1,0,0,Урал,0,0,NO
3768,nsk,7115200,78.56,10.0,47.1,3,9,9,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3769,nsk,7110096,65.63,13.126,29.9,2,15,17,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3770,nsk,7200000,45.55,18.1,13.8,1,4,15,0,monolith,1,1,0,0,Урал,1,10,walk
3771,nsk,7200000,35.5,7.1000000000000005,17.75,1,3,21,0,monolithBrick,0,0,0,0,Урал,1,10,walk
3772,nsk,7190000,51.3,10.26,25.65,1,6,20,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3773,nsk,7150000,40.7,8.14,20.35,1,5,8,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3774,nsk,7153270,56.13,11.226,28.065,3,3,12,1,brick,0,0,0,0,Урал,1,10,walk
3775,nsk,7206500,52.3,10.46,26.15,2,7,9,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3776,nsk,7200000,57.7,11.3,35.7,1,15,15,0,panel,0,1,0,0,Урал,0,0,NO
3777,nsk,7200000,43.87,14.9,14.7,1,6,25,1,brick,0,1,0,0,Урал,1,10,walk
3778,nsk,7200000,61.0,6.0,30.5,3,11,23,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3779,nsk,7267769,73.44,14.688,36.72,2,1,27,1,monolith,0,1,0,0,Урал,1,10,walk
3780,nsk,7250000,46.63,5.2,33.5,3,9,25,1,monolithBrick,0,4,1,0,Урал,1,10,walk
3781,nsk,7300000,33.69,5.8,15.4,1,9,24,0,monolith,0,1,0,0,Урал,0,0,NO
3782,nsk,7300000,43.7,12.4,21.85,1,18,19,1,monolithBrick,1,1,0,0,Урал,0,0,NO
3783,nsk,7300000,58.1,7.0,30.0,3,5,9,0,monolithBrick,0,0,0,0,Урал,0,0,NO
3784,nsk,7300000,69.3,13.6,32.1,2,14,24,1,brick,1,2,0,0,Урал,1,10,walk
3785,nsk,7352000,61.6,13.8,25.9,2,3,18,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3786,nsk,7357740,32.1,6.420000000000001,15.7,1,20,24,0,monolithBrick,0,1,0,0,Урал,1,10,walk
3787,nsk,7350000,44.84,8.968000000000002,22.42,2,12,17,0,panel,0,1,0,0,Урал,1,10,walk
3788,nsk,7350000,62.5,12.5,31.25,3,4,8,0,brick,0,1,0,0,Урал,1,10,walk
3789,nsk,7400000,68.89,13.778,34.445,3,3,23,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3790,nsk,7390000,45.01,19.3,20.7,2,16,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3791,nsk,7350000,41.78,8.356,20.89,1,9,25,0,monolithBrick,0,2,0,0,Урал,1,10,walk
3792,nsk,7414200,56.9,11.38,28.45,2,4,9,1,monolithBrick,0,0,0,0,Урал,1,10,walk
3793,nsk,7400000,52.64,10.528,26.32,3,3,12,0,monolithBrick,0,1,1,0,Урал,1,10,walk
3794,nsk,7360700,49.5,4.5,31.4,2,4,22,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3795,nsk,7364486,58.2,11.64,29.1,3,5,9,1,brick,0,0,0,0,Урал,1,10,walk
3796,nsk,7400000,53.55,10.71,26.775,2,2,19,0,monolithBrick,0,3,0,0,Урал,1,10,walk
3797,nsk,7400000,39.1,7.82,19.55,1,25,25,1,monolithBrick,0,3,0,0,Урал,1,10,walk
